distance,X,Y,Z,V,max,may,maz,mav
85.84,-1.23062,-2.418144,-10.429143,10.776311,-1.723,-1.699,-10.434,10.731
85.859,-1.321599,-2.777274,-9.816227,10.286797,-1.518,-2.118,-10.593,10.93
85.879,-1.61848,-2.719813,-8.298303,8.881367,-1.42,-2.462,-9.955,10.371
85.899,-1.321599,-2.255338,-8.777143,9.158134,-1.373,-2.543,-9.33,9.776
85.92,-1.446098,-1.843535,-9.23683,9.529368,-1.427,-2.399,-9.032,9.464
85.939,-1.16837,-1.848324,-9.466674,9.71593,-1.389,-2.167,-8.945,9.321
85.959,-0.363919,-2.011129,-9.753978,9.9658,-1.075,-1.99,-9.309,9.592
85.979,-0.991199,-2.394202,-9.361329,9.71335,-0.992,-2.024,-9.455,9.731
85.999,-0.943315,-2.796427,-9.5385,9.98463,-0.867,-2.263,-9.53,9.845
86.019,-1.810017,-2.288857,-8.350976,8.846119,-1.027,-2.373,-9.251,9.627
86.039,-1.35033,-2.317587,-8.379706,8.798527,-1.274,-2.449,-8.908,9.336
86.059,-2.006341,-1.388637,-8.413225,8.759913,-1.528,-2.198,-8.671,9.097
86.079,-1.881842,-2.231396,-8.571242,9.054648,-1.762,-2.057,-8.429,8.865
86.099,-1.580173,-1.70946,-9.495404,9.7766,-1.705,-1.912,-8.715,9.097
86.119,-1.953669,-1.719037,-10.477027,10.79537,-1.856,-1.762,-9.239,9.597
86.139,-1.522712,-2.274492,-11.310209,11.6367,-1.735,-1.984,-9.963,10.316
86.16,-1.345541,-2.576161,-9.830592,10.251226,-1.601,-2.07,-10.278,10.615
86.179,-1.182736,-2.298434,-10.050858,10.37793,-1.501,-2.217,-10.417,10.765
86.199,-1.13964,-2.944868,-9.251195,9.775256,-1.298,-2.523,-10.111,10.51
86.219,-1.666364,-3.189077,-8.954314,9.650219,-1.334,-2.752,-9.522,10.014
86.24,-2.035071,-2.782062,-8.504205,9.176213,-1.506,-2.804,-9.19,9.745
86.259,-1.80044,-2.600103,-8.403648,8.979055,-1.66,-2.879,-8.778,9.395
86.279,-2.106898,-2.418144,-10.108319,10.604931,-1.902,-2.747,-8.993,9.603
86.299,-2.561796,-2.331953,-10.304645,10.871361,-2.126,-2.533,-9.33,9.908
86.319,-1.719037,-1.359907,-9.758766,10.001898,-2.047,-2.178,-9.644,10.114
86.339,-0.914585,-0.957681,-8.508993,8.611421,-1.826,-1.767,-9.67,10.022
86.359,-1.273715,-0.387861,-8.863335,8.962784,-1.617,-1.259,-9.359,9.612
86.379,-0.943315,-1.49877,-8.872911,9.047912,-1.213,-1.051,-9.001,9.156
86.4,-1.479617,-1.403002,-10.903194,11.092219,-1.153,-1.062,-9.287,9.429
86.419,-1.527501,-2.298434,-10.122684,10.49213,-1.306,-1.397,-9.691,9.899
86.439,-1.565808,-1.441309,-11.003751,11.207661,-1.379,-1.66,-10.226,10.46
86.459,-1.106121,-2.15957,-10.635044,10.908318,-1.42,-1.826,-10.666,10.925
86.481,-1.537078,-2.561796,-11.233594,11.624071,-1.434,-2.115,-10.749,11.058
86.499,-1.704672,-3.007117,-10.7356,11.278377,-1.478,-2.292,-10.902,11.255
86.519,-0.972046,-3.505111,-8.968679,9.678217,-1.33,-2.808,-10.393,10.872
86.539,-1.364695,-2.5187,-7.623138,8.143616,-1.395,-2.898,-9.64,10.181
86.561,-0.814029,-2.624045,-7.034164,7.55167,-1.214,-2.914,-8.59,9.163
86.579,-1.857901,-2.087744,-7.924808,8.403157,-1.252,-2.684,-7.888,8.444
86.599,-1.517924,-2.63841,-8.628703,9.149854,-1.389,-2.467,-7.803,8.312
86.619,-1.872266,-2.020706,-9.773131,10.153951,-1.516,-2.343,-8.34,8.815
86.64,-1.666364,-2.346318,-8.628703,9.09596,-1.729,-2.273,-8.739,9.201
86.659,-0.957681,-1.364695,-8.834604,8.990538,-1.504,-2.093,-8.966,9.348
86.679,-1.766921,-1.254562,-8.848969,9.110444,-1.566,-1.747,-9.021,9.338
86.699,-1.805228,-1.254562,-10.026917,10.265078,-1.549,-1.555,-9.085,9.366
86.72,-2.288857,-2.106898,-9.232041,9.742098,-1.705,-1.495,-9.236,9.527
86.739,-1.47004,-1.503559,-9.955091,10.17475,-1.833,-1.53,-9.516,9.823
86.759,-1.843535,-1.82917,-10.424355,10.742982,-1.852,-1.674,-9.91,10.231
86.779,-1.991976,-2.116474,-11.975797,12.323439,-1.899,-1.889,-10.397,10.746
86.8,-2.1883,-3.519476,-9.888053,10.721425,-1.873,-2.242,-10.561,10.991
86.819,-2.72939,-2.303222,-9.572019,10.216552,-2.188,-2.442,-10.465,11.001
86.839,-2.657564,-2.475605,-9.002198,9.707257,-2.392,-2.604,-10.11,10.742
86.859,-2.106898,-1.958457,-9.888053,10.297969,-2.421,-2.564,-9.588,10.236
86.88,-1.934515,-2.566584,-9.979033,10.483835,-2.357,-2.326,-9.61,10.176
86.899,-1.029507,-1.877054,-9.404425,9.645021,-1.932,-2.219,-9.568,10.034
86.919,-1.115698,-1.594538,-7.714118,7.955812,-1.547,-1.999,-9.246,9.596
86.939,-0.78051,-0.56982,-7.297527,7.361236,-1.215,-1.652,-8.599,8.861
86.959,-1.312023,-0.833182,-7.230489,7.395645,-1.059,-1.219,-7.912,8.089
86.979,-1.374272,-0.6608,-8.858546,8.988833,-1.146,-0.915,-7.775,7.925
86.999,-1.958457,-1.982399,-9.006987,9.428216,-1.356,-1.012,-8.098,8.294
87.019,-1.297657,-1.345541,-9.227253,9.414701,-1.486,-1.205,-8.581,8.807
87.04,-1.292869,-1.699883,-8.106767,8.383363,-1.481,-1.422,-8.8,9.054
87.059,-1.810017,-1.527501,-8.777143,9.091076,-1.59,-1.639,-8.78,9.079
87.079,-1.197101,-2.470816,-7.532158,8.016944,-1.399,-1.761,-8.411,8.727
87.099,-0.818817,-1.924938,-7.987057,8.256447,-1.28,-1.906,-8.101,8.437
87.12,-0.837971,-1.805228,-8.585608,8.813268,-1.166,-1.932,-8.221,8.544
87.139,-1.695095,-2.035071,-11.013328,11.327324,-1.137,-2.059,-8.78,9.104
87.159,-1.321599,-3.926491,-11.722012,12.432598,-1.168,-2.423,-9.827,10.207
87.179,-0.766145,-2.255338,-10.012551,10.291973,-1.155,-2.506,-10.333,10.716
87.2,-0.459687,-0.995988,-9.902418,9.962991,-1.061,-2.303,-10.663,11.004
87.219,-1.115698,-0.632069,-10.175357,10.255836,-0.916,-1.952,-10.453,10.736
87.239,-1.058237,-1.345541,-10.515334,10.65376,-0.85,-1.307,-10.151,10.291
87.259,-0.90022,-2.154782,-10.529699,10.785548,-0.883,-1.282,-10.281,10.415
87.28,-0.818817,-2.585738,-10.232818,10.586173,-0.973,-1.68,-10.363,10.57
87.299,-1.091756,-2.451663,-9.825804,10.185725,-0.967,-2.134,-10.276,10.553
87.319,-0.938527,-2.384625,-9.634268,9.969272,-0.937,-2.394,-10.056,10.382
87.339,-0.962469,-2.590526,-9.442732,9.838819,-0.953,-2.503,-9.784,10.145
87.36,-0.464475,-2.75812,-9.002198,9.426693,-0.864,-2.546,-9.476,9.855
87.379,-0.062249,-2.791639,-9.203311,9.617591,-0.607,-2.631,-9.321,9.713
87.399,-0.268151,-3.380613,-9.849746,10.417195,-0.439,-2.88,-9.375,9.825
87.419,-0.636858,-3.993528,-10.026917,10.811703,-0.358,-3.231,-9.521,10.068
87.44,-0.948104,-3.907337,-9.595961,10.404261,-0.479,-3.518,-9.669,10.313
87.459,-0.68953,-3.77805,-8.90643,9.699155,-0.636,-3.765,-9.595,10.333
87.479,-0.703895,-3.505111,-8.916007,9.606063,-0.745,-3.796,-9.361,10.13
87.499,-1.503559,-3.634398,-9.361329,10.154015,-0.961,-3.706,-9.195,9.966
87.52,-1.369483,-3.907337,-9.595961,10.451087,-1.067,-3.706,-9.195,9.978
87.539,-0.392649,-3.332729,-9.399636,9.980702,-0.992,-3.595,-9.318,10.048
87.559,-1.604115,-3.32794,-9.89763,10.564632,-1.217,-3.551,-9.564,10.288
87.579,-1.465251,-3.677494,-9.648633,10.429144,-1.208,-3.561,-9.635,10.356
87.6,-0.550666,-3.203442,-9.318233,9.868878,-1.003,-3.385,-9.566,10.211
87.619,0.459687,-2.394202,-8.767567,9.100205,-0.79,-3.151,-9.408,9.991
87.639,-0.205901,-2.078167,-9.768343,9.989079,-0.441,-2.838,-9.376,9.847
87.659,-0.742203,-3.141193,-9.940725,10.451602,-0.26,-2.704,-9.449,9.852
87.68,-1.177947,-3.490746,-9.758766,10.43103,-0.417,-2.776,-9.559,9.993
87.699,-1.326388,-2.422932,-9.006987,9.421025,-0.863,-2.783,-9.619,10.073
87.719,-0.59855,-1.383849,-7.814674,7.958796,-0.961,-2.61,-9.13,9.566
87.739,-0.081403,-0.972046,-8.528147,8.583751,-0.796,-2.067,-8.777,9.099
87.76,-1.039083,-1.292869,-9.160215,9.309176,-0.761,-1.518,-8.628,8.818
87.779,-1.091756,-2.37026,-8.226477,8.630468,-0.703,-1.505,-8.432,8.621
87.799,-1.197101,-2.446874,-7.666234,8.135809,-0.852,-1.771,-8.395,8.665
87.819,-1.484405,-2.422932,-8.796297,9.243857,-1.203,-2.133,-8.462,8.83
87.84,-1.805228,-3.466804,-10.807426,11.492521,-1.395,-2.677,-8.874,9.376
87.859,-0.943315,-4.381389,-12.622231,13.394295,-1.358,-3.179,-9.973,10.567
87.879,-0.177171,-4.213795,-11.03727,11.815616,-1.103,-3.621,-10.816,11.487
87.899,0.129287,-4.122815,-9.490616,10.348242,-0.699,-4.046,-10.989,11.763
87.92,-0.201113,-3.801992,-7.934384,8.800571,-0.298,-4.13,-10.271,11.09
87.939,-0.191536,-3.236961,-7.8865,8.527103,-0.11,-3.844,-9.087,9.873
87.959,0.186748,-2.72939,-8.992621,9.399558,-0.019,-3.473,-8.576,9.269
87.979,-0.837971,-3.136404,-9.988609,10.50293,-0.261,-3.226,-8.701,9.308
88,-1.106121,-2.987964,-9.715671,10.224758,-0.487,-3.023,-9.146,9.664
88.019,-1.04866,-2.533065,-8.432379,8.866855,-0.702,-2.847,-9.282,9.749
88.039,-0.948104,-2.173935,-9.188946,9.49008,-0.985,-2.708,-9.331,9.771
88.059,-0.205901,-2.58095,-10.089166,10.416092,-0.827,-2.569,-9.357,9.749
88.079,-0.062249,-2.99754,-9.945514,10.387606,-0.566,-2.571,-9.414,9.79
88.099,-0.995988,-3.318364,-8.475474,9.156265,-0.553,-2.768,-9.425,9.863
88.119,-1.594538,-3.241749,-8.24563,9.002328,-0.715,-3.035,-9.189,9.741
88.139,-1.805228,-3.667917,-9.289502,10.149252,-1.115,-3.306,-8.989,9.674
88.159,-0.311246,-3.945644,-9.940725,10.699673,-1.177,-3.543,-8.988,9.752
88.179,-0.708684,-3.567361,-9.466674,10.141312,-1.105,-3.606,-9.236,9.998
88.199,-1.484405,-2.906561,-7.76679,8.424642,-1.077,-3.522,-9.116,9.854
88.219,-1.374272,-2.624045,-7.038953,7.636825,-0.97,-3.261,-8.553,9.226
88.239,-1.125275,-2.72939,-8.298303,8.807817,-1.173,-2.957,-8.143,8.753
88.259,-0.368707,-4.266468,-10.309433,11.163472,-1.088,-3.132,-8.353,9.008
88.279,-1.757344,-4.572925,-11.482592,12.483983,-1.156,-3.548,-9.282,10.023
88.299,-1.177947,-4.098873,-10.462662,11.298478,-1.107,-3.917,-10.138,10.938
88.32,-0.799663,-2.815581,-8.341399,8.840017,-1.026,-3.938,-10.149,10.947
88.339,-0.445322,-2.1883,-7.881712,8.191969,-1.045,-3.419,-9.542,10.204
88.359,-0.656011,-2.044648,-8.226477,8.502109,-0.77,-2.787,-8.728,9.208
88.379,-0.919373,-2.360683,-9.394848,9.730429,-0.705,-2.352,-8.461,8.816
88.4,-1.11091,-2.365471,-10.539276,10.858449,-0.783,-2.24,-9.011,9.321
88.419,-1.632846,-2.576161,-10.884041,11.303324,-1.08,-2.337,-9.761,10.099
88.439,-1.513135,-2.5187,-10.91756,11.30604,-1.294,-2.455,-10.434,10.8
88.459,-1.101333,-2.528277,-10.184934,10.551682,-1.34,-2.497,-10.631,11.005
88.481,-0.6608,-3.078943,-9.998186,10.482379,-1.227,-2.676,-10.496,10.911
88.499,-1.374272,-3.069367,-8.844181,9.461986,-1.162,-2.799,-9.986,10.451
88.519,-1.651999,-2.312799,-8.671799,9.125691,-1.197,-2.747,-9.425,9.905
88.539,-1.398214,-2.145205,-9.169792,9.520609,-1.271,-2.652,-9.171,9.648
88.56,-1.039083,-2.37026,-9.078813,9.44048,-1.366,-2.474,-8.941,9.387
88.579,-0.92895,-2.542642,-9.423578,9.804683,-1.255,-2.343,-9.086,9.473
88.599,-0.699107,-2.48997,-9.203311,9.559793,-1.016,-2.387,-9.219,9.581
88.619,-1.56102,-2.70066,-10.352529,10.812271,-1.057,-2.526,-9.515,9.904
88.64,-1.762132,-2.815581,-9.696517,10.249636,-1.238,-2.637,-9.669,10.107
88.659,-1.900996,-2.873042,-9.595961,10.195617,-1.481,-2.72,-9.712,10.204
88.679,-1.37906,-2.767697,-9.370906,9.867919,-1.651,-2.789,-9.754,10.281
88.699,-0.617704,-3.294421,-8.805874,9.422218,-1.415,-2.938,-9.367,9.934
88.721,-0.062249,-3.586514,-8.595184,9.313654,-0.99,-3.13,-9.092,9.7
88.739,-0.560243,-3.064578,-8.528147,9.079361,-0.655,-3.178,-8.825,9.421
88.759,-1.570596,-2.954445,-8.729259,9.348556,-0.703,-3.225,-8.665,9.291
88.779,-1.56102,-2.274492,-8.456321,8.894912,-0.939,-2.97,-8.577,9.159
88.801,-1.053449,-1.910573,-8.365341,8.645171,-1.186,-2.551,-8.52,8.992
88.819,-0.272939,-2.121263,-9.107543,9.355297,-1.115,-2.315,-8.665,9.061
88.839,-0.6608,-2.542642,-9.753978,10.101573,-0.887,-2.212,-8.921,9.249
88.859,-2.097321,-3.246537,-9.514558,10.269643,-1.021,-2.455,-9.185,9.593
88.88,-1.465251,-3.29921,-8.810662,9.521529,-1.124,-2.802,-9.297,9.812
88.899,-1.297657,-2.944868,-9.255983,9.799459,-1.38,-3.008,-9.334,9.923
88.919,-0.857124,-3.074155,-10.218452,10.705226,-1.429,-3.141,-9.45,10.074
88.939,-0.531513,-3.409343,-11.042058,11.568629,-1.038,-3.182,-9.832,10.399
88.96,-0.919373,-3.371036,-10.122684,10.708775,-0.901,-3.2,-10.16,10.696
88.979,-1.235408,-2.863465,-7.963115,8.552009,-0.886,-3.179,-9.837,10.384
88.999,-1.173159,-2.868254,-6.799533,7.472404,-0.965,-3.128,-8.982,9.575
89.019,-1.130063,-2.394202,-7.728483,8.169376,-1.115,-2.874,-8.153,8.726
89.04,-1.551443,-2.614468,-10.16578,10.610632,-1.273,-2.685,-8.164,8.701
89.059,-1.216254,-3.026271,-11.15698,11.623932,-1.268,-2.726,-8.963,9.469
89.079,-0.823605,-2.403779,-10.91756,11.209352,-1.18,-2.61,-9.992,10.403
89.099,-1.264138,-2.695871,-10.295067,10.717004,-1.214,-2.685,-10.634,11.04
89.121,-1.613692,-3.064578,-8.212111,8.912599,-1.229,-2.798,-10.145,10.616
89.139,-1.623269,-3.078943,-7.206547,8.003075,-1.331,-2.811,-9.158,9.711
89.159,-0.296881,-2.485181,-7.742848,8.137319,-1.199,-2.831,-8.364,8.943
89.179,-0.742203,-2.097321,-10.022128,10.266093,-1.069,-2.681,-8.296,8.83
89.2,-1.177947,-3.32794,-11.45865,11.990137,-0.96,-2.747,-9.108,9.599
89.219,-1.221043,-3.002329,-10.606314,11.090483,-0.86,-2.728,-9.958,10.371
89.239,-1.225831,-2.992752,-9.193734,9.745972,-1.092,-2.855,-10.32,10.773
89.259,-1.273715,-2.786851,-8.250419,8.801039,-1.225,-3.027,-9.877,10.407
89.28,-1.594538,-3.007117,-8.978256,9.601791,-1.329,-2.947,-9.257,9.81
89.299,-0.823605,-2.643199,-10.381259,10.744085,-1.229,-2.857,-9.201,9.723
89.319,-1.455675,-2.351106,-10.453085,10.812663,-1.287,-2.697,-9.516,9.99
89.339,-0.306458,-2.887407,-9.059659,9.513593,-1.045,-2.722,-9.718,10.168
89.36,-0.967257,-2.274492,-9.65821,9.969449,-0.888,-2.539,-9.888,10.26
89.379,-0.852336,-3.734955,-9.758766,10.483791,-0.895,-2.812,-9.732,10.195
89.399,-1.13964,-3.797204,-8.882488,9.727083,-0.816,-3.174,-9.34,9.924
89.419,-0.933739,-3.29921,-8.983045,9.615183,-0.973,-3.276,-9.321,9.949
89.44,-1.551443,-2.030283,-9.801862,10.129438,-1.119,-3.215,-9.357,9.989
89.459,-1.685518,-2.379837,-9.610326,10.043055,-1.328,-2.877,-9.319,9.879
89.479,-0.799663,-2.456451,-8.556877,8.938331,-1.243,-2.541,-9.238,9.682
89.499,-0.11971,-3.016694,-8.255207,8.78995,-1.039,-2.471,-9.056,9.475
89.521,-0.014365,-3.169923,-9.557653,10.069625,-0.655,-2.756,-8.995,9.46
89.539,-1.80044,-3.069367,-11.281479,11.829385,-0.684,-2.928,-9.413,9.907
89.559,-2.193089,-3.303998,-11.391612,12.062126,-1.032,-3.14,-10.122,10.688
89.579,-1.853112,-2.035071,-10.702082,11.050344,-1.465,-2.895,-10.733,11.253
89.6,-1.383849,-2.236184,-9.279925,9.645339,-1.808,-2.661,-10.664,11.147
89.619,-0.435745,-1.958457,-8.566454,8.79827,-1.466,-2.383,-9.985,10.389
89.639,-1.130063,-2.322376,-9.251195,9.604951,-1.201,-2.138,-9.45,9.775
89.659,-0.90022,-2.686294,-9.931149,10.327356,-0.962,-2.301,-9.257,9.594
89.68,-1.278504,-2.590526,-9.131485,9.577547,-0.936,-2.389,-9.22,9.577
89.699,-1.671153,-2.437297,-8.111555,8.633105,-1.245,-2.509,-9.106,9.536
89.719,-1.417367,-2.121263,-8.020576,8.41655,-1.317,-2.459,-8.799,9.239
89.739,-1.04866,-3.32794,-8.063671,8.78622,-1.354,-2.619,-8.332,8.853
89.76,-0.914585,-3.265691,-10.28549,10.830167,-1.263,-2.788,-8.62,9.167
89.779,-1.422156,-3.86903,-11.712435,12.416643,-1.201,-3.146,-9.521,10.112
89.799,-0.976834,-3.8403,-11.530476,12.192374,-1.091,-3.576,-10.398,11.056
89.819,-0.354342,-3.414132,-9.131485,9.7553,-0.917,-3.597,-10.665,11.299
89.84,-0.565032,-2.418144,-7.28795,7.699409,-0.83,-3.385,-9.916,10.516
89.859,-0.909797,-1.752556,-6.722919,7.006912,-0.702,-2.856,-8.668,9.164
89.879,-1.273715,-1.824382,-7.402872,7.730021,-0.776,-2.352,-7.636,8.048
89.899,-1.23062,-1.455675,-8.959103,9.159636,-0.995,-1.863,-7.593,7.899
89.921,-1.546654,-1.522712,-10.414778,10.638533,-1.24,-1.639,-8.375,8.634
89.939,-1.49877,-1.987187,-11.085154,11.361155,-1.387,-1.697,-9.465,9.722
89.959,-1.719037,-2.767697,-11.401189,11.857586,-1.499,-1.933,-10.465,10.754
89.979,-1.187524,-3.490746,-10.769119,11.382858,-1.488,-2.442,-10.918,11.31
90,-1.077391,-3.5099,-9.294291,9.993198,-1.371,-2.939,-10.637,11.149
90.019,-1.853112,-3.198653,-8.499416,9.268521,-1.459,-3.242,-9.991,10.626
90.038,-1.407791,-2.614468,-7.781156,8.328487,-1.381,-3.203,-9.086,9.743
90.059,-1.398214,-1.905785,-7.814674,8.164322,-1.434,-2.807,-8.347,8.939
90.08,-0.737414,-2.126051,-7.805098,8.123018,-1.349,-2.461,-7.975,8.471
90.099,-1.493982,-1.92015,-8.710106,9.0435,-1.259,-2.142,-8.028,8.415
90.119,-0.521936,-2.413355,-9.356541,9.676857,-1.038,-2.091,-8.422,8.752
90.139,-0.799663,-2.178724,-10.357317,10.614156,-0.888,-2.16,-9.057,9.364
90.16,-1.149217,-2.647987,-10.922348,11.297354,-0.991,-2.29,-9.837,10.158
90.179,-0.881066,-3.078943,-8.987833,9.541348,-0.838,-2.58,-9.906,10.282
90.199,-0.866701,-2.877831,-7.225701,7.825844,-0.924,-2.696,-9.373,9.82
90.219,-0.952892,-2.255338,-7.910442,8.28068,-0.962,-2.715,-8.762,9.236
90.241,-1.613692,-2.777274,-9.457097,9.987689,-1.079,-2.747,-8.395,8.909
90.259,-1.608904,-2.600103,-10.67814,11.107285,-1.261,-2.628,-8.818,9.3
90.279,-1.532289,-2.528277,-10.687716,11.089066,-1.427,-2.54,-9.683,10.116
90.299,-1.335965,-2.408567,-9.811439,10.190698,-1.523,-2.579,-10.159,10.594
90.321,-0.588974,-3.002329,-8.987833,9.494315,-1.267,-2.635,-10.041,10.47
90.339,-0.948104,-3.122039,-10.271125,10.776921,-1.101,-2.765,-9.94,10.388
90.359,-0.957681,-3.452439,-9.801862,10.436138,-0.958,-2.996,-9.718,10.225
90.379,-0.857124,-3.007117,-9.188946,9.706397,-0.838,-3.146,-9.562,10.103
90.4,-1.580173,-2.264915,-8.710106,9.137436,-1.086,-2.962,-9.493,10.014
90.419,-1.968034,-2.542642,-7.723695,8.36622,-1.341,-2.817,-8.856,9.412
90.439,-1.225831,-1.877054,-7.110779,7.455815,-1.408,-2.423,-8.183,8.666
90.459,-1.072602,-2.260126,-7.661446,8.059553,-1.462,-2.236,-7.802,8.255
90.481,-2.011129,-2.15957,-9.787497,10.222694,-1.569,-2.21,-8.071,8.526
90.499,-1.68073,-2.887407,-10.998962,11.495179,-1.498,-2.296,-8.89,9.308
90.519,-1.436521,-3.409343,-10.927136,11.536443,-1.55,-2.679,-9.844,10.328
90.539,-0.158017,-3.711013,-10.275913,10.926618,-1.322,-3.042,-10.497,11.045
90.56,-0.718261,-3.040636,-10.668563,11.116636,-0.998,-3.262,-10.718,11.269
90.579,-0.756568,-3.078943,-10.386047,10.859202,-0.767,-3.31,-10.564,11.11
90.599,-1.288081,-2.571373,-9.255983,9.692489,-0.73,-3.1,-10.147,10.649
90.619,-1.225831,-2.087744,-8.039729,8.396343,-0.997,-2.695,-9.588,10.016
90.641,-0.761356,-2.341529,-7.613562,8.001796,-1.008,-2.52,-8.824,9.237
90.659,-1.326388,-2.499547,-9.246407,9.669698,-1.15,-2.375,-8.539,8.94
90.679,-2.485181,-3.007117,-11.128249,11.792235,-1.45,-2.484,-9.007,9.465
90.699,-1.532289,-3.213019,-10.591949,11.174112,-1.526,-2.765,-9.645,10.159
90.72,-1.527501,-2.839523,-10.093954,10.596417,-1.718,-2.89,-10.265,10.808
90.739,-0.756568,-3.040636,-8.781932,9.324173,-1.575,-3.025,-10.149,10.722
90.759,-0.684742,-2.99754,-8.585608,9.119582,-1.125,-3.023,-9.513,10.054
90.779,-0.670376,-2.576161,-9.323022,9.695605,-0.91,-2.863,-9.196,9.684
90.8,-0.512359,-1.996764,-9.629479,9.847662,-0.656,-2.653,-9.08,9.497
90.819,-1.628057,-1.786075,-10.070012,10.355954,-0.874,-2.339,-9.402,9.755
90.839,-0.90022,-2.06859,-9.002198,9.280573,-0.928,-2.107,-9.506,9.795
90.859,-0.656011,-2.164358,-9.083601,9.360909,-0.924,-2.004,-9.446,9.711
90.88,-0.976834,-2.408567,-9.979033,10.311959,-1.04,-2.107,-9.534,9.827
90.899,-1.082179,-3.433285,-9.816227,10.455471,-0.904,-2.519,-9.47,9.852
90.919,-1.628057,-3.021482,-10.448297,10.997583,-1.086,-2.757,-9.832,10.281
90.939,-2.336741,-3.251326,-9.892841,10.672384,-1.506,-3.029,-10.034,10.609
90.96,-1.254562,-2.99754,-7.991845,8.62721,-1.575,-3.176,-9.537,10.188
90.979,-1.01993,-2.60968,-7.244854,7.767792,-1.56,-2.97,-8.894,9.516
90.999,-0.497994,-2.858677,-7.905654,8.421365,-1.277,-2.929,-8.259,8.872
91.019,-1.134852,-2.791639,-10.065224,10.506658,-0.977,-2.814,-8.302,8.831
91.039,-1.221043,-2.844312,-10.084377,10.548731,-0.968,-2.776,-8.825,9.311
91.059,-0.378284,-3.002329,-9.399636,9.874727,-0.808,-2.874,-9.364,9.838
91.079,-0.368707,-2.264915,-9.390059,9.666385,-0.776,-2.726,-9.735,10.149
91.099,-0.205901,-2.499547,-9.548077,9.871975,-0.543,-2.653,-9.606,9.99
91.12,-0.995988,-2.624045,-9.883265,10.27407,-0.487,-2.598,-9.555,9.922
91.139,-0.957681,-3.141193,-9.002198,9.582474,-0.632,-2.632,-9.456,9.849
91.159,-0.881066,-3.227384,-9.710882,10.271004,-0.76,-2.873,-9.536,10
91.179,-0.790087,-3.773262,-9.950302,10.671001,-0.906,-3.191,-9.637,10.2
91.2,-1.642422,-3.964798,-10.998962,11.806538,-1.068,-3.527,-9.916,10.583
91.219,-1.661576,-4.156334,-10.591949,11.498927,-1.244,-3.78,-10.313,11.062
91.239,-0.948104,-3.883395,-9.184157,10.016407,-1.261,-3.944,-10.181,10.998
91.259,-1.781286,-3.093309,-8.820239,9.515154,-1.508,-3.774,-9.899,10.709
91.28,-1.671153,-3.098097,-8.116343,8.846807,-1.516,-3.558,-9.178,9.969
91.299,-1.637634,-2.418144,-8.834604,9.30481,-1.51,-3.123,-8.739,9.421
91.319,-1.307234,-2.576161,-9.308656,9.746617,-1.599,-2.796,-8.77,9.353
91.339,-0.565032,-2.327164,-9.313444,9.616402,-1.295,-2.605,-8.893,9.379
91.361,-0.861913,-2.284068,-9.816227,10.115245,-1.093,-2.401,-9.318,9.696
91.379,-1.010353,-2.217031,-10.041282,10.332637,-0.936,-2.351,-9.62,9.953
91.399,-0.316035,-3.117251,-9.150639,9.672193,-0.688,-2.486,-9.58,9.934
91.419,-0.35913,-2.58095,-9.667787,10.01281,-0.637,-2.55,-9.669,10.033
91.44,-0.6608,-3.284845,-9.643845,10.209339,-0.587,-2.8,-9.626,10.057
91.459,-1.015141,-2.896984,-9.873688,10.339861,-0.588,-2.97,-9.584,10.059
91.479,-1.551443,-2.738967,-8.729259,9.279487,-0.897,-2.875,-9.479,9.96
91.499,-0.45011,-2.844312,-8.116343,8.612069,-0.919,-2.941,-9.091,9.61
91.52,-1.752556,-2.432509,-8.863335,9.356669,-1.192,-2.728,-8.896,9.397
91.539,-1.781286,-3.160346,-9.227253,9.914785,-1.384,-2.794,-8.734,9.291
91.559,-2.011129,-3.29921,-10.0748,10.790321,-1.499,-2.934,-9.07,9.668
91.579,-1.503559,-3.763685,-9.471462,10.302165,-1.762,-3.164,-9.409,10.091
91.601,-1.130063,-3.256114,-8.738836,9.393965,-1.607,-3.37,-9.378,10.1
91.619,-1.297657,-2.547431,-7.623138,8.141594,-1.486,-3.217,-8.977,9.657
91.639,-0.426168,-2.312799,-7.029376,7.41234,-1.089,-2.97,-8.216,8.813
91.659,-0.799663,-2.006341,-7.16824,7.486557,-0.913,-2.531,-7.64,8.109
91.68,-0.909797,-2.011129,-8.283937,8.57298,-0.858,-2.219,-7.526,7.903
91.699,-0.670376,-2.604892,-8.777143,9.180039,-0.702,-2.234,-7.815,8.163
91.719,-0.488417,-2.619257,-9.543288,9.90825,-0.717,-2.31,-8.443,8.787
91.739,-0.191536,-3.648763,-9.605537,10.276989,-0.565,-2.721,-9.052,9.485
91.76,-0.895431,-3.758897,-10.922348,11.585715,-0.561,-3.158,-9.712,10.238
91.779,-1.833959,-4.204218,-11.195287,12.098483,-0.852,-3.558,-10.317,10.967
91.799,-1.383849,-4.151546,-9.725247,10.664465,-1.076,-3.941,-10.362,11.156
91.819,-1.11091,-3.347094,-8.025364,8.766049,-1.306,-3.865,-9.967,10.779
91.841,-0.80924,-2.839523,-7.608773,8.161568,-1.284,-3.636,-9.139,9.923
91.859,-1.934515,-2.437297,-8.51857,9.069112,-1.31,-3.194,-8.47,9.165
91.879,-1.393425,-2.643199,-8.839393,9.330755,-1.312,-2.817,-8.248,8.832
91.899,-1.805228,-2.839523,-8.930372,9.543233,-1.486,-2.69,-8.474,9.026
